trial_num,it,mt,mpd_xz,mpd_xy,mpd_zy,mpd_xzy,fda_de
17,1.1,1.3888888888888888,-0.12054499166851569,0.06802890712397526,0.10973763837992487,-0.12000965170735772,0
18,0.26666666666666666,0.5333333333333334,-0.0990515847695353,-0.09329448447617117,-0.03744668563805838,-0.1042281183770406,0
19,0.7111111111111111,0.42222222222222217,-0.08255058054231282,-0.11597588785827379,-0.055729080181396586,-0.10083641927308964,0
20,0.5222222222222223,0.4555555555555555,-0.04844174472791848,-0.06853508776017002,-0.04376141605812951,-0.061393373218558187,0
21,0.18888888888888888,0.4666666666666667,0.018970598522109465,0.01645391936469352,0.021888701943675776,-0.022865508856967434,0
22,0.5555555555555556,0.47777777777777786,-0.06294851500165424,-0.03807311308458577,0.03794777962668584,-0.06216507081581842,0
23,0.5222222222222223,0.4444444444444444,-0.07072990574511434,-0.036990310739777814,0.04431719397988882,-0.06838380397437029,0
24,0.4111111111111111,0.5,-0.09960265767593365,0.03567956136369813,0.0882384875326226,-0.10674125380079964,0
25,0.4888888888888889,0.41111111111111115,-0.10670540559362097,0.04333372572261655,0.10043973768184693,-0.11074383722020548,0
26,0.15555555555555556,0.5777777777777777,-0.09238446773749862,0.07639131755070787,0.11859864122629929,-0.10775058411106926,0
27,0.16666666666666666,0.8666666666666668,-0.13588623718656037,-0.08169536919548526,0.10997508255994112,-0.13846783017548522,0
28,0.5222222222222223,0.3666666666666666,-0.10680860291255201,-0.027345952690210982,0.07211624018228618,-0.10862073219239793,0
29,0.4444444444444444,0.4444444444444444,-0.07663366301442066,0.05122822922269397,0.059943757912850414,-0.07874392804614606,0
30,0.23333333333333334,0.5111111111111111,-0.059901659174081946,0.05442955154769536,0.07511047004978852,-0.07232492750558071,0
31,0.3111111111111111,0.6,-0.12347345437181403,-0.04335169730611375,0.09502543188201322,-0.12735039134070214,0
32,0.4777777777777778,0.36666666666666664,-0.09587872221575332,-0.05335587521250685,0.03537612614751284,-0.09353098052427722,0
33,0.4666666666666667,0.48888888888888893,-0.10105786352286608,0.05677107584389973,0.10847993814301261,-0.1099592357035426,0
34,0.1111111111111111,0.6333333333333333,-0.14426277180126304,0.07486738712606707,0.15090632864434958,-0.1594540789561237,0
35,0.4666666666666667,0.37777777777777777,-0.06637443479404177,0.06069049994145117,0.07764730451502135,-0.07655276511011867,0
36,0.4,0.3666666666666667,-0.05977674021548171,0.07510130606910013,0.09240110632476696,-0.08162156663689799,0
37,0.3333333333333333,0.46666666666666673,-0.09295236116742282,-0.023933262892977026,0.026345026275100474,-0.0916487094813197,0
38,0.4111111111111111,0.3666666666666667,-0.09457877546604805,-0.029592357332212705,0.038140774915556425,-0.09243560678799978,0
39,0.4111111111111111,0.5,-0.10373700616360645,-0.02636396217289778,0.06062818598382028,-0.10232785882389402,0
40,0.3888888888888889,0.3888888888888889,-0.06783421271312638,-0.026968373166232906,0.030651027366523014,-0.06647266002089393,0
41,0.35555555555555557,0.3888888888888889,-0.027246574214408664,0.049885772819392216,0.04654765442931007,-0.03759454868036859,0
42,0.45555555555555555,0.36666666666666664,-0.025080588412280405,0.019893808651575442,0.03341731991101022,-0.030759737318707462,0
43,0.4222222222222222,0.4888888888888889,0.08773370741681949,-0.02660424829004193,-0.04018743369722651,0.08461406842695843,0
44,0.5444444444444444,0.3777777777777779,-0.08927860967762044,-0.073395763742071,-0.04436319166823495,-0.08994530203618342,0
45,0.5888888888888889,0.44444444444444453,-0.13715882969801535,-0.052799614386643115,0.05386884592477674,-0.1324394299162288,0
46,0.34444444444444444,0.37777777777777777,-0.04472614266278058,0.05298098904328437,0.07318126767133917,-0.06357457406471241,0
47,0.17777777777777778,1.0222222222222221,0.051778637528188245,-0.08500001038395866,-0.08098380232796087,0.06365316684374248,0
48,0.6222222222222222,0.3999999999999999,-0.12787606675191662,-0.05930132651960405,0.08267350270334047,-0.12576526209862066,0
49,0.3888888888888889,0.3,-0.08891088220816001,0.020148065659909144,0.055630006692314125,-0.08890427709429514,0
