"trial_num","trial_num_in_block","Initiation.Time","participant_num"
1,1,0.166666666666667,"23"
2,2,2.51111111111111,"23"
3,3,0.644444444444444,"23"
4,4,0.588888888888889,"23"
5,5,0.444444444444444,"23"
6,6,0.4,"23"
7,7,0.5,"23"
8,8,0.377777777777778,"23"
9,9,0.444444444444444,"23"
10,10,0.311111111111111,"23"
11,11,0.366666666666667,"23"
12,12,0.388888888888889,"23"
13,13,0.411111111111111,"23"
14,14,0.377777777777778,"23"
15,15,0.288888888888889,"23"
16,16,0.277777777777778,"23"
17,1,0.455555555555556,"23"
18,2,0.4,"23"
19,3,0.855555555555556,"23"
20,4,0.6,"23"
21,5,0.455555555555556,"23"
22,6,0.488888888888889,"23"
23,7,0.644444444444444,"23"
24,8,0.533333333333333,"23"
25,9,0.655555555555556,"23"
26,10,0.977777777777778,"23"
27,11,0.311111111111111,"23"
28,12,0.655555555555556,"23"
29,13,0.888888888888889,"23"
30,14,0.5,"23"
31,15,0.688888888888889,"23"
32,16,0.633333333333333,"23"
33,17,0.477777777777778,"23"
34,18,0.444444444444444,"23"
35,19,0.5,"23"
36,20,0.655555555555556,"23"
37,21,0.566666666666667,"23"
38,22,0.555555555555556,"23"
39,23,0.455555555555556,"23"
40,24,0.522222222222222,"23"
41,25,0.777777777777778,"23"
42,26,0.455555555555556,"23"
43,27,0.566666666666667,"23"
44,28,0.588888888888889,"23"
45,1,0.377777777777778,"23"
46,2,0.444444444444444,"23"
47,3,0.422222222222222,"23"
48,4,0.3,"23"
49,5,0.355555555555556,"23"
50,6,0.4,"23"
51,7,0.5,"23"
52,8,0.422222222222222,"23"
53,9,0.388888888888889,"23"
54,10,1.6,"23"
55,11,0.666666666666667,"23"
56,12,0.488888888888889,"23"
57,13,0.544444444444444,"23"
58,14,0.533333333333333,"23"
59,15,0.666666666666667,"23"
60,16,0.622222222222222,"23"
61,17,0.388888888888889,"23"
62,18,0.488888888888889,"23"
63,19,0.622222222222222,"23"
64,20,0.466666666666667,"23"
65,21,0.577777777777778,"23"
66,22,0.6,"23"
67,23,0.4,"23"
68,24,0.7,"23"
69,25,0.555555555555556,"23"
70,26,0.433333333333333,"23"
71,27,0.666666666666667,"23"
72,28,0.433333333333333,"23"
73,29,0.522222222222222,"23"
74,30,0.433333333333333,"23"
75,31,0.477777777777778,"23"
76,32,0.533333333333333,"23"
77,33,0.377777777777778,"23"
78,34,0.422222222222222,"23"
79,35,0.477777777777778,"23"
80,36,0.566666666666667,"23"
81,37,0.477777777777778,"23"
82,38,0.566666666666667,"23"
83,39,0.722222222222222,"23"
84,40,0.588888888888889,"23"
85,1,0.666666666666667,"23"
86,2,0.388888888888889,"23"
87,3,0.555555555555556,"23"
88,4,0.511111111111111,"23"
89,5,0.622222222222222,"23"
90,6,0.588888888888889,"23"
91,7,0.533333333333333,"23"
92,8,0.511111111111111,"23"
93,9,0.677777777777778,"23"
94,10,0.511111111111111,"23"
95,11,0.8,"23"
96,12,0.477777777777778,"23"
97,13,0.533333333333333,"23"
98,14,0.544444444444444,"23"
99,15,0.566666666666667,"23"
100,16,0.544444444444444,"23"
101,17,0.544444444444444,"23"
102,18,0.433333333333333,"23"
103,19,0.355555555555556,"23"
