"trial_num","trial_num_in_block","Initiation.Time","participant_num"
1,1,1.57777777777778,"35"
2,2,0.7,"35"
3,3,0.0111111111111111,"35"
4,4,0.522222222222222,"35"
5,5,0.455555555555556,"35"
6,6,0.355555555555556,"35"
7,7,0.311111111111111,"35"
8,8,0.3,"35"
9,9,0.288888888888889,"35"
10,10,0.277777777777778,"35"
11,11,0.277777777777778,"35"
12,12,0.311111111111111,"35"
13,13,0.377777777777778,"35"
14,14,0.4,"35"
15,15,0.588888888888889,"35"
16,16,0.288888888888889,"35"
17,1,0.866666666666667,"35"
18,2,0.777777777777778,"35"
19,3,0.655555555555556,"35"
20,4,0.622222222222222,"35"
21,5,0.6,"35"
22,6,0.488888888888889,"35"
23,7,0.755555555555556,"35"
24,8,0.677777777777778,"35"
25,9,0.488888888888889,"35"
26,10,0.488888888888889,"35"
27,11,0.333333333333333,"35"
28,12,0.522222222222222,"35"
29,13,0.566666666666667,"35"
30,14,0.511111111111111,"35"
31,15,0.455555555555556,"35"
32,16,0.577777777777778,"35"
33,17,0.522222222222222,"35"
34,18,0.344444444444444,"35"
35,19,0.522222222222222,"35"
36,20,0.444444444444444,"35"
37,21,0.677777777777778,"35"
38,22,0.488888888888889,"35"
39,23,0.455555555555556,"35"
40,24,0.755555555555556,"35"
41,25,0.433333333333333,"35"
42,26,0.533333333333333,"35"
43,27,0.488888888888889,"35"
44,28,0.488888888888889,"35"
45,1,0.566666666666667,"35"
46,2,0.444444444444444,"35"
47,3,0.422222222222222,"35"
48,4,0.355555555555556,"35"
49,5,0.455555555555556,"35"
50,6,0.555555555555556,"35"
51,7,0.411111111111111,"35"
52,8,0.477777777777778,"35"
53,9,0.388888888888889,"35"
54,10,0.488888888888889,"35"
55,11,0.511111111111111,"35"
56,12,0.433333333333333,"35"
57,13,0.511111111111111,"35"
58,14,0.388888888888889,"35"
59,15,0.444444444444444,"35"
60,16,0.455555555555556,"35"
61,17,0.433333333333333,"35"
62,18,0.488888888888889,"35"
63,19,0.544444444444444,"35"
64,20,0.511111111111111,"35"
65,21,0.555555555555556,"35"
66,22,0.544444444444444,"35"
67,23,0.522222222222222,"35"
68,24,0.466666666666667,"35"
69,25,0.466666666666667,"35"
70,26,0.366666666666667,"35"
71,27,0.377777777777778,"35"
72,28,0.466666666666667,"35"
73,29,0.455555555555556,"35"
74,30,0.455555555555556,"35"
75,31,0.311111111111111,"35"
76,32,0.433333333333333,"35"
77,33,0.477777777777778,"35"
78,34,0.455555555555556,"35"
79,35,0.488888888888889,"35"
80,36,0.455555555555556,"35"
81,37,0.388888888888889,"35"
82,38,0.466666666666667,"35"
83,39,0.4,"35"
84,40,0.511111111111111,"35"
85,1,0.544444444444444,"35"
86,2,0.511111111111111,"35"
87,3,0.488888888888889,"35"
88,4,0.477777777777778,"35"
89,5,0.444444444444444,"35"
90,6,0.455555555555556,"35"
91,7,0.433333333333333,"35"
92,8,0.422222222222222,"35"
93,9,0.388888888888889,"35"
94,10,0.344444444444444,"35"
95,11,0.633333333333333,"35"
96,12,0.466666666666667,"35"
97,13,0.533333333333333,"35"
98,14,0.344444444444444,"35"
99,15,0.366666666666667,"35"
100,16,0.444444444444444,"35"
101,17,0.444444444444444,"35"
102,18,0.4,"35"
103,19,0.455555555555556,"35"
104,20,0.355555555555556,"35"
105,21,0.5,"35"
106,22,0.377777777777778,"35"
107,23,0.422222222222222,"35"
108,24,0.388888888888889,"35"
109,25,0.455555555555556,"35"
110,26,0.411111111111111,"35"
111,27,0.433333333333333,"35"
112,28,0.466666666666667,"35"
113,29,0.4,"35"
114,30,0.433333333333333,"35"
115,31,0.444444444444444,"35"
116,32,0.4,"35"
117,33,0.433333333333333,"35"
118,34,0.388888888888889,"35"
119,35,0.388888888888889,"35"
120,36,0.433333333333333,"35"
121,37,0.422222222222222,"35"
122,38,0.422222222222222,"35"
123,39,0.388888888888889,"35"
124,40,0.444444444444444,"35"
125,1,0.844444444444444,"35"
126,2,0.511111111111111,"35"
127,3,0.477777777777778,"35"
128,4,0.444444444444444,"35"
129,5,0.477777777777778,"35"
130,6,0.4,"35"
131,7,0.366666666666667,"35"
132,8,0.355555555555556,"35"
133,9,0.388888888888889,"35"
134,10,0.388888888888889,"35"
135,11,0.5,"35"
136,12,0.433333333333333,"35"
137,13,0.433333333333333,"35"
138,14,0.422222222222222,"35"
139,15,0.466666666666667,"35"
140,16,0.488888888888889,"35"
141,17,0.511111111111111,"35"
142,18,0.333333333333333,"35"
143,19,0.288888888888889,"35"
144,20,0.422222222222222,"35"
145,21,0.333333333333333,"35"
146,22,0.411111111111111,"35"
147,23,0.433333333333333,"35"
148,24,0.444444444444444,"35"
149,25,0.344444444444444,"35"
150,26,0.444444444444444,"35"
151,27,0.422222222222222,"35"
152,28,0.355555555555556,"35"
153,29,0.422222222222222,"35"
154,30,0.388888888888889,"35"
155,31,0.366666666666667,"35"
156,32,0.344444444444444,"35"
157,33,0.4,"35"
158,34,0.444444444444444,"35"
159,35,0.4,"35"
160,36,0.466666666666667,"35"
161,37,0.433333333333333,"35"
162,38,0.366666666666667,"35"
163,39,0.4,"35"
164,40,0.388888888888889,"35"
165,1,0.677777777777778,"35"
166,2,0.533333333333333,"35"
167,3,0.455555555555556,"35"
168,4,0.4,"35"
169,5,0.411111111111111,"35"
170,6,0.511111111111111,"35"
171,7,0.477777777777778,"35"
172,8,0.455555555555556,"35"
173,9,0.4,"35"
174,10,0.433333333333333,"35"
175,11,0.444444444444444,"35"
176,12,0.444444444444444,"35"
177,13,0.422222222222222,"35"
178,14,0.411111111111111,"35"
179,15,0.377777777777778,"35"
180,16,0.422222222222222,"35"
181,17,0.411111111111111,"35"
182,18,0.5,"35"
183,19,0.388888888888889,"35"
184,20,0.444444444444444,"35"
185,21,0.288888888888889,"35"
186,22,0.522222222222222,"35"
187,23,0.488888888888889,"35"
188,24,0.488888888888889,"35"
189,25,0.411111111111111,"35"
190,26,0.377777777777778,"35"
191,27,0.444444444444444,"35"
192,28,0.433333333333333,"35"
193,29,0.477777777777778,"35"
194,30,0.455555555555556,"35"
195,31,0.477777777777778,"35"
196,32,0.4,"35"
197,33,0.422222222222222,"35"
198,34,0.455555555555556,"35"
199,35,0.5,"35"
200,36,0.488888888888889,"35"
201,37,0.366666666666667,"35"
202,38,0.488888888888889,"35"
203,39,0.411111111111111,"35"
204,40,0.4,"35"
205,1,0.544444444444444,"35"
206,2,0.433333333333333,"35"
207,3,0.7,"35"
208,4,0.488888888888889,"35"
209,5,0.411111111111111,"35"
210,6,0.4,"35"
211,7,0.411111111111111,"35"
212,8,0.422222222222222,"35"
213,9,0.411111111111111,"35"
214,10,0.411111111111111,"35"
215,11,0.422222222222222,"35"
216,12,0.455555555555556,"35"
217,13,0.377777777777778,"35"
218,14,0.488888888888889,"35"
219,15,0.444444444444444,"35"
220,16,0.5,"35"
221,17,0.455555555555556,"35"
222,18,0.488888888888889,"35"
223,19,0.444444444444444,"35"
224,20,0.377777777777778,"35"
225,21,0.4,"35"
226,22,0.422222222222222,"35"
227,23,0.377777777777778,"35"
228,24,0.377777777777778,"35"
229,25,0.333333333333333,"35"
230,26,0.488888888888889,"35"
231,27,0.411111111111111,"35"
232,28,0.422222222222222,"35"
233,29,0.344444444444444,"35"
234,30,0.444444444444444,"35"
235,31,0.366666666666667,"35"
236,32,0.355555555555556,"35"
237,33,0.444444444444444,"35"
238,34,0.455555555555556,"35"
239,35,0.455555555555556,"35"
240,36,0.411111111111111,"35"
241,37,0.355555555555556,"35"
242,38,0.433333333333333,"35"
243,39,0.411111111111111,"35"
244,40,0.344444444444444,"35"
245,1,0.555555555555556,"35"
246,2,0.4,"35"
247,3,0.411111111111111,"35"
248,4,0.388888888888889,"35"
249,5,0.344444444444444,"35"
250,6,0.444444444444444,"35"
251,7,0.455555555555556,"35"
252,8,0.422222222222222,"35"
253,9,0.411111111111111,"35"
254,10,0.377777777777778,"35"
